name,total_price,compatible_drinks,cutlery,temperature,healthLabels,dietLabels,ingredients,taste,kcal,style,course_type,complexity,season,type
Bolognese Sauce with Nuts,14.0,"[sparkling water, white wine]","[fork, knife]",hot,"[vegan, vegetarian, pescatarian, mediterranean, dairy-free, gluten-free, wheat-free, egg-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[high-fiber],"['garlic', 'oil', 'onion', 'salt']","[salty, sour, fatty]",1281.9359999997312,classic,main_course,medium,['summer'],meat
No Bake Chocolate Chip Energy Bites,87.5,"[red wine, white wine]",[],warm,"[low potassium, kidney-friendly, vegetarian, pescatarian, egg-free, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[low-sodium],['honey'],"[sweet, fatty]",2792.62,sibarita,dessert,low,['autumn'],snack
Hard-boiled Eggs on Toast,21.0,"[red wine, white wine]","[fork, knife]",hot,"[kidney-friendly, vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[],"['butter', 'egg', 'flour', 'milk', 'pepper', 'salt']","[salty, fatty]",1676.2702578,classic,main_course,low,['winter'],egg
Miso Braised Kale and Mushrooms,14.0,"[sparkling water, white wine]","[fork, knife]",hot,"[sugar-conscious, keto-friendly, vegan, vegetarian, pescatarian, mediterranean, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, kosher]",[low-sodium],"['garlic', 'oil', 'pepper', 'water']",[fatty],422.3377485026667,sibarita,main_course,high,['winter'],vegetable
GRILLED CHICKEN WITH CHIPOTLE CREAM SAUCE,14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[sugar-conscious, keto-friendly, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[low-carb],"['butter', 'cilantro', 'cream', 'milk', 'salt']","[umami, salty]",1315.3382660000002,classic,main_course,high,['winter'],cream
Turkey Meatloaf,28.0,"[red wine, white wine]","[fork, knife]",hot,"[dairy-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[],"['egg', 'garlic', 'pepper', 'salt']","[salty, sour, umami]",1825.5035209,sibarita,main_course,medium,['autumn'],poultry
Buttermilk Roast Chicken with Garlic,10.5,"[red wine, herbal tea]","[fork, knife]",hot,"[keto-friendly, mediterranean, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[low-carb],"['garlic', 'oil', 'parsley', 'pepper', 'salt']","[umami, salty]",1505.82004,sibarita,main_course,medium,['spring'],poultry
Banana Split Ice Cream Cake,42.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],['butter'],"[sweet, salty, umami]",6956.865365450211,classic,dessert,low,['summer'],cream
Nabe (Yosenabe),35.0,"[red wine, white wine]","[fork, knife]",hot,"[sugar-conscious, keto-friendly, dairy-free, egg-free, peanut-free, tree-nut-free, pork-free, red-meat-free, celery-free, mustard-free, sesame-free, lupine-free, no oil added]",[low-carb],['water'],"[salty, umami, fatty]",2252.3370788437496,regional,main_course,high,['autumn'],soup
King Cake,63.0,"[red wine, white wine]","[fork, knife]",hot,"[low potassium, kidney-friendly, vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[low-sodium],"['butter', 'cinnamon', 'cream', 'egg', 'leavening', 'milk', 'salt', 'sugar', 'water']","[sweet, fatty, salty]",5237.438901432595,fusion,dessert,medium,['winter'],cream
Beetroot Chickpea Party Dip,14.0,"[red wine, white wine]","[fork, knife]",hot,"[egg-free, peanut-free, tree-nut-free, soy-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]","[balanced, high-fiber]","['garlic', 'lemon', 'oil', 'pepper', 'salt']",[salty],1003.1757859378388,modern,main_course,medium,['spring'],legume
Breakfast Burritos,14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[sugar-conscious, gluten-free, wheat-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[high-fiber],"['cilantro', 'egg', 'oil', 'pepper', 'salt']","[salty, fatty]",1910.435135,classical,main_course,low,['summer'],egg
Sabudana vada |Jawarisi vadai,70.0,"[sparkling water, white wine]","[fork, knife]",hot,"[sugar-conscious, low potassium, kidney-friendly, vegan, vegetarian, pescatarian, mediterranean, dairy-free, gluten-free, wheat-free, egg-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, fodmap-free, kosher, immuno-supportive]",[low-sodium],"['lemon', 'salt']","[sour, salty]",1253.7671984000003,sibarita,starter,medium,"['autumn', 'winter']",snack
Low Carb Mushroom Soup,10.5,"[red wine, herbal tea]",[spoon],hot,"[gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, immuno-supportive]",[low-carb],"['butter', 'oil', 'pepper']","[salty, fatty]",675.6844462382999,classic,starter,low,['winter'],soup
Whole Wheat Pumpkin Waffles,14.0,"[red wine, white wine]",[],warm,"[vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]","[balanced, high-fiber]","['cinnamon', 'egg', 'honey', 'leavening', 'milk', 'oil', 'salt', 'vanilla']","[sweet, salty, fatty]",1904.0235,fusion,dessert,medium,['autumn'],vegetable
German Chocolate Cream Cheese Snack Cake,31.5,"[red wine, white wine]","[fork, knife]",hot,"[kidney-friendly, vegetarian, pescatarian, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'cream', 'egg', 'sugar', 'vanilla']","[fatty, salty]",6261.872984485937,sibarita,dessert,high,['winter'],snack
Garlic Bread and Spaghetti Pizza,21.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[balanced],"['butter', 'parsley']","[salty, umami, fatty]",3822.006834650023,classic,main_course,medium,['spring'],bread
Taco Quiche,14.0,"[red wine, white wine]","[fork, knife]",hot,"[peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[low-carb],"['cream', 'egg', 'milk', 'pepper']","[salty, umami, fatty]",4515.0262396,regional,starter,medium,['summer'],egg
Mustard-Glazed Pork Chops,21.0,"[red wine, herbal tea]","[fork, knife]",hot,"[dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, crustacean-free, celery-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added]",[],['sugar'],[sweet],2027.5715,classic,main_course,high,['winter'],meat
& Delicious: Homemade Peppermint Patties,70.0,"[red wine, herbal tea]","[fork, knife]",hot,"[low potassium, kidney-friendly, vegetarian, pescatarian, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[low-sodium],"['butter', 'cream', 'sugar', 'vanilla']",[fatty],2393.8653546667047,sibarita,dessert,low,['spring'],snack
Vegan Banana Bread,35.0,"[sparkling water, white wine]","[fork, knife]",hot,"[kidney-friendly, vegan, vegetarian, pescatarian, dairy-free, egg-free, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, kosher]",[],"['leavening', 'salt', 'sugar']",[sweet],2404.3766437125,modern,starter,low,['summer'],bread
Schmaltzy Hakurei Turnips with Rosemary,21.0,"[red wine, herbal tea]","[fork, knife]",hot,"[gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'garlic', 'oil', 'pepper', 'salt', 'water']","[salty, sour, fatty]",895.5177272004869,regional,main_course,high,['autumn'],vegetable
Low Cal Lemon And Almond Cake,56.0,"[red wine, white wine]",[],warm,"[low potassium, kidney-friendly, vegetarian, pescatarian, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, kosher]",[low-sodium],"['egg', 'flour', 'leavening']","[sweet, fatty]",1919.246,fusion,dessert,low,"['spring', 'summer', 'autumn', 'winter']",fruit
Caramel Cake,42.0,"[red wine, white wine]",[],warm,"[low potassium, kidney-friendly, vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'egg', 'leavening', 'milk', 'salt', 'sugar', 'vanilla']","[sweet, salty, fatty]",4702.701,classical,dessert,high,['winter'],cream
Berry Crumble,21.0,"[red wine, white wine]",[],warm,"[kidney-friendly, vegetarian, pescatarian, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[high-fiber],"['butter', 'cinnamon', 'flour', 'salt', 'sugar']","[sour, fatty]",2105.596,fusion,dessert,low,['winter'],fruit
Hawaiian Omelette,10.5,"[red wine, herbal tea]","[fork, knife]",hot,"[keto-friendly, gluten-free, wheat-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, sulfite-free, fodmap-free]",[low-carb],"['egg', 'pepper', 'salt', 'water']","[salty, fatty]",1093.7130167828054,regional,main_course,medium,['winter'],egg
Coffee Pudding,7.0,"[red wine, herbal tea]",[],warm,"[vegetarian, pescatarian, mediterranean, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, lupine-free, mollusk-free, alcohol-free, no oil added, kosher]","[balanced, low-sodium]","['cinnamon', 'milk']",[sweet],805.1609999970785,fusion,dessert,high,['winter'],cream
Homemade Pasta,14.0,"[red wine, white wine]","[fork, knife]",hot,"[sugar-conscious, low potassium, kidney-friendly, vegetarian, pescatarian, mediterranean, dairy-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[low-sodium],"['egg', 'flour', 'salt']",[umami],1167.27,sibarita,main_course,low,"['spring', 'summer', 'autumn', 'winter']",pasta
Chickpea-Flour Crêpes (Socca),21.0,"[sparkling water, white wine]",[],warm,"[sugar-conscious, low potassium, kidney-friendly, vegan, vegetarian, pescatarian, mediterranean, dash, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]","[low-carb, low-sodium]","['cumin', 'oil', 'pepper', 'salt']",[fatty],1317.625818656251,regional,dessert,medium,['winter'],legume
Irish Scallop Bisque,14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, pork-free, red-meat-free, crustacean-free, mustard-free, sesame-free, lupine-free]",[],"['butter', 'carrots', 'celery', 'oil', 'pepper', 'salt']","[salty, fatty]",2131.4652734506376,fusion,starter,high,['winter'],soup
Sweet Potato & Black Bean Fritters [vegetarian],14.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, mediterranean, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]","[balanced, high-fiber]","['egg', 'flour', 'garlic', 'oil', 'onion', 'pepper', 'salt']","[salty, sour, fatty]",2534.213271172577,sibarita,main_course,low,['winter'],vegetable
Raspberry Cobbler,28.0,"[sparkling water, white wine]",[],warm,"[kidney-friendly, vegan, vegetarian, pescatarian, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, fodmap-free, kosher]","[high-fiber, low-fat, low-sodium]",['sugar'],"[sweet, sour]",873.72,classic,dessert,medium,['winter'],fruit
Prosciutto Phyllo Roll-Ups,84.0,"[red wine, white wine]","[fork, knife]",hot,"[sugar-conscious, low potassium, kidney-friendly, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[],"['butter', 'cheese', 'cream', 'garlic', 'lemon']","[salty, fatty]",2606.3857360555835,regional,main_course,high,['autumn'],tapas
Tabbouleh,14.0,"[sparkling water, white wine]","[fork, knife]",hot,"[vegan, vegetarian, pescatarian, mediterranean, dash, dairy-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher, immuno-supportive]",[balanced],"['lemon', 'oil', 'onion', 'parsley', 'salt', 'water']","[sour, salty]",415.95200000000006,fusion,starter,low,"['spring', 'summer', 'autumn', 'winter']",salad
Chopped Salad with Bacon and Fried Garbanzo Beans,14.0,"[red wine, herbal tea]",[fork],cold,"[gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]","[high-fiber, low-carb]","['garlic', 'oil', 'pepper', 'salt']","[salty, fatty]",4516.424989000001,modern,starter,medium,['winter'],salad
"Southern Baked Parmesan Chicken, Courgette, Tomato and Bulgur Wheat Summer Salad Bowl",7.0,"[red wine, white wine]","[fork, knife]",hot,"[egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, sesame-free, lupine-free, mollusk-free, alcohol-free]",[],"['honey', 'lemon', 'oil', 'salt']","[sour, umami, fatty]",1960.624833333333,classic,starter,medium,['autumn'],salad
Roasted Potatoes with Brown Butter and Crispy Sage,21.0,"[red wine, herbal tea]","[fork, knife]",hot,"[sugar-conscious, vegetarian, pescatarian, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, fodmap-free, kosher, immuno-supportive]",[high-fiber],"['butter', 'oil', 'pepper', 'salt']","[salty, sour]",1412.9038333382998,fusion,starter,high,"['spring', 'summer', 'autumn', 'winter']",vegetable
Butternut Squash Quinoa Casserole,14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[mediterranean, gluten-free, wheat-free, peanut-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]","[balanced, high-fiber]","['egg', 'garlic', 'milk', 'oil', 'pepper', 'salt']",[salty],1980.350500010172,sibarita,main_course,medium,['spring'],vegetable
Orange Rolls,14.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'egg', 'salt', 'sugar', 'water']","[sweet, salty]",2350.972499999764,regional,starter,low,"['spring', 'summer', 'autumn', 'winter']",fruit
Fried Sweet Corn,21.0,"[red wine, herbal tea]",[spoon],hot,"[vegetarian, pescatarian, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[],"['butter', 'cream', 'parsley', 'salt']","[sweet, salty, sour]",1183.743333333333,fusion,starter,low,['winter'],vegetable
Coriander Rice-Kothamalli Sadam,7.0,"[sparkling water, white wine]","[fork, knife]",hot,"[vegan, vegetarian, pescatarian, mediterranean, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[],"['onion', 'salt']",[sour],929.00878,sibarita,main_course,medium,['summer'],rice
Mexican Falafel,14.0,"[red wine, white wine]","[fork, knife]",hot,"[sugar-conscious, vegetarian, pescatarian, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]","[balanced, high-fiber]","['cumin', 'garlic', 'leavening', 'oil', 'onion', 'salt']",[salty],1075.2068333332682,regional,main_course,high,"['spring', 'summer', 'autumn', 'winter']",legume
Oven-Fried Chicken,14.0,"[red wine, white wine]","[fork, knife]",hot,"[sugar-conscious, dairy-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[low-carb],"['egg', 'flour', 'lemon']","[umami, fatty]",3897.005,fusion,main_course,high,['autumn'],poultry
Pasta Puttanesca,7.0,"[red wine, white wine]","[fork, knife]",hot,"[pescatarian, mediterranean, dairy-free, egg-free, peanut-free, tree-nut-free, soy-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]","[high-fiber, low-fat]","['garlic', 'oil']",[sour],1507.3929494375,sibarita,main_course,medium,"['spring', 'summer', 'autumn', 'winter']",pasta
